CONTRACT_NUMBER,FISCAL_YEAR,AUDITOR_TYPE_CD,AUDITOR_TYPE_DES,INSTITUTION_CODE,INSTITUTION_CODE_DESCRIPTION,ELEGIBILITY_CODE,ELEGIBILITY_DESCRIPTION,AUDIT_TYPE,PRODUCT_STATUS_CODE,PRODUCT_STATUS_CODE_DES,OPINION_CODE,OPINION_CODE_DESCRIPTION,AUDIT_HOURS,AUDIT_COST,AUDIT_COST_CURRENCY,OBSERVATION_DESCRIPTION,DUE_DATE,DOCUMENT1,DOCUMENT2,DOCUMENT3,DOCUMENT4,DOCUMENT5,DOCUMENT6,DOCUMENT7,DOCUMENT8,DOCUMENT9,DOCUMENT10
2394/GR-HA,2013,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",UNQUALIFIED OPINION,2014-04-30 00:00:00,,,,,,,,,,
2491/OC-AR,2013,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","DEBIDO A QUE EL PROGRAMA SOLO HA REALIZADO UN UNICO DESEMBOLSO EN SEPTIEMBRE 2013, EL BANCO HA OTORGADO LA DISPENSA DE LA PRESENTACION DE LOS EFAS 2013 MEDIANTE NOTA CAR 921/2014 Y DEBIDO A PRESENTACION DE INFORMACION (ENTRADA #1260/2014)",2014-04-30 00:00:00,,,,,,,,,,
2491/OC-AR,2014,IAF,EXTERNAL AUDITORS,AR-HI,"CANEPA, KOPEC Y ASOCIADOS-HORWATH INTL.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,1431,47827.00,"",SE RECIBIERON LOS EFAS 2014 MEDIANTE ENTRADA SISCOR CSC/CAR 1727/2015.,2015-04-30 00:00:00,,,,,,,,,,
2491/OC-AR,2015,IAF,EXTERNAL AUDITORS,AR-HI,"CANEPA, KOPEC Y ASOCIADOS-HORWATH INTL.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",EN PROXIMA VISITA DE SUPERVISION FINANCIERA SE REALIZARA SEGUIMIENTO A LAS OBSERVACIONES DE CONTROL INTERNO,2016-04-30 00:00:00,,,,,,,,,,
2491/OC-AR,2016,IAF,EXTERNAL AUDITORS,AR-HI,"CANEPA, KOPEC Y ASOCIADOS-HORWATH INTL.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",OBSERVACIONES MENORES DE CONTROL INTERNO,2017-04-30 00:00:00,,,,,,,,,,
1812/OC-CO,2013,IAF,EXTERNAL AUDITORS,CO-ULLOA-GARZON,GRANT THORNTON FAST & ABS AUDITORES Y CONSULTORES LTDA.,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NADA QUE DESTACAR,2014-04-29 00:00:00,,,,,,,,,,
1486/OC-BR,2013,IAF,EXTERNAL AUDITORS,BR-LOUDON,LOUDON  BLONQUIST - AUDITORES INDEPENDIENTES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,318,19936.00,"",IDBDOCS# 37408348  38160801  38196689,2013-09-29 00:00:00,,,,,,,,,,
2618/OC-BR,2012,IAF,EXTERNAL AUDITORS,BR-LOUDON,LOUDON  BLONQUIST - AUDITORES INDEPENDIENTES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,1324,87389.00,"",CUMPRIDA,2013-06-30 00:00:00,,,,,,,,,,
2618/OC-BR,2013,IAF,EXTERNAL AUDITORS,BR-LOUDON,LOUDON  BLONQUIST - AUDITORES INDEPENDIENTES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,982,54530.00,"","GUIA Nº 38825523
RESPOSTA CBR 1815/2014",2014-04-30 00:00:00,,,,,,,,,,
2618/OC-BR,2014,IAF,EXTERNAL AUDITORS,BR-LOUDON,LOUDON  BLONQUIST - AUDITORES INDEPENDIENTES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","EFA: 39606509 :: 
ENTRADA: 1900/2015; GUIA: #39644902; CBR: #39645487",2015-04-30 00:00:00,,,,,,,,,,
2618/OC-BR,2015,IAF,EXTERNAL AUDITORS,BR-LOUDON,LOUDON  BLONQUIST - AUDITORES INDEPENDIENTES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#40414760;#40263672; CBR:#40478540;GUIA #40362023,2016-04-30 00:00:00,,,,,,,,,,
2618/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-LOUDON,LOUDON  BLONQUIST - AUDITORES INDEPENDIENTES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#1686721061-42 CBR:# GUIA:#1909523095-27,2017-04-30 00:00:00,,,,,,,,,,
2618/OC-BR,2017,IAF,EXTERNAL AUDITORS,BR-BDO,BDO AUDITORES INDEPENDENTES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#1686721061-285  CBR:# GUIA:#1686721061-292,2018-04-30 00:00:00,,,,,,,,,,
1803/SF-GY,2013,IAF,EXTERNAL AUDITORS,GY-DELOITTE,TSD LAL & CO,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NO MAJOR PROBLEMS FOUND.  EA NEEDS TO CLARIFY USE OF INTEREST.,2014-04-30 00:00:00,,,,,,,,,,
1422/OC-PR,2013,IAF,EXTERNAL AUDITORS,PR-AUDICON,AUDICON- AUDITORES Y CONTADORES PUBLICOS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","EXISTEN FONDOS POR DEVOLVER DECLARADOS COMO NO ELEGIBLES, ADEMAS DE FALTA DE APROBACION DE UNA REPROGRAMACI'ON PRESUPUESTARIA POR PARTE DEL MINISTERIO DE HACIENDA Y FALTA DE CUANTIFICAR APORTES REALIZADOS. NOTA AL EJECUTOR CSC/CPR/863/2014",2014-04-30 00:00:00,,,,,,,,,,
2335/OC-CO,2014,IAF,EXTERNAL AUDITORS,CO-PAEZ,MGI PAEZ ASOCIADOS Y CIA S.A.S.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NADA QUE DESTACAR,2015-04-30 00:00:00,,,,,,,,,,
2335/OC-CO,2015,IAF,EXTERNAL AUDITORS,CO-PAEZ,MGI PAEZ ASOCIADOS Y CIA S.A.S.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR.
(INFORMES IDBDOCS # 40394080 - 40394083 - 40394084)",2016-04-30 00:00:00,,,,,,,,,,
2645/OC-PE,2013,IAF,EXTERNAL AUDITORS,PE-AGN,LUIS REATEGUI RUIZ & ASOCIADOS MIEMBRO DE AGN INTERNATIONAL,NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,746,17930.00,"",OK,2014-04-30 00:00:00,,,,,,,,,,
2645/OC-PE,2014,IAF,EXTERNAL AUDITORS,PE-GUTIERREZ,"GUTIERREZ,RIOS Y ASOCIADOS",ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,373,17088.76,"",IDBDOCS DEL EFA 39563079,2015-04-30 00:00:00,,,,,,,,,,
2645/OC-PE,2015,IAF,EXTERNAL AUDITORS,PE-GUTIERREZ,"GUTIERREZ,RIOS Y ASOCIADOS",ELG,Eligibility III,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,1474,62230.84,"","IDIBDOCS DEL EFA: 40262148
BASE OPINION: AMPLIACIONES Y MAYORES COSTOS DE SUPERVISION A SER CARGADOS A CONSULTOR RESPONSABLE DEL EXP. TEC. SITUACIÓN NO PERMITE AL AUDITOR CUANTIFICAR AJUSTE Y EFECTO.",2016-04-30 00:00:00,,,,,,,,,,
ATN/JF-13201-ES,2017,IAF,EXTERNAL AUDITORS,ES-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,250,7950.00,"",EFA EZSHARE#138953338-55. EL AUDITOR REPORTA LIMITACION RELATIVA A DOCUMENTACION SOPORTE DEL APORTE LOCAL.,2017-11-11 00:00:00,,,,,,,,,,
2645/OC-PE,2016,IAF,EXTERNAL AUDITORS,PE-GUTIERREZ,"GUTIERREZ,RIOS Y ASOCIADOS",ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,1845,77338.38,"",EFA EZSHARE-1631938792-51,2017-04-30 00:00:00,EZSHARE-1631938792-51,,,,,,,,,
2645/OC-PE,2017,IAF,EXTERNAL AUDITORS,PE-GUTIERREZ,"GUTIERREZ,RIOS Y ASOCIADOS",ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,1382,59580.56,"","EFA 2017  (EZSHARE-1631938792-419
ANÁLISIS INICIAL (EZSHARE-1631938792-421)
DETALLADO (EZSHARE-1631938792-422)",2018-04-30 00:00:00,EZSHARE-1631938792-419,EZSHARE-1631938792-421,EZSHARE-1631938792-422,,,,,,,
1763/OC-UR,2014,IAF,EXTERNAL AUDITORS,UR-TC,TRIBUNAL DE CUENTAS - SAI,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","EFAS FINALES APROBADOS POR NOTA CUR/FMP-990/2015
IFA IDBDOCS 39681206",2015-04-30 00:00:00,,,,,,,,,,
2243/BL-NI,2013,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","EFAS   
GUÍA  REVISIÓN  38822986",2014-04-30 00:00:00,,,,,,,,,,
1902/OC-DR,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2021-04-30 00:00:00,,,,,,,,,,
1940/BL-BO,2014,IAF,EXTERNAL AUDITORS,BO-DELTA,DELTA CONSULT LTDA (CORRESP. SMS ARG.),ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","EN CAN/CBO/CA-266/2015 DEL 5 DE FEBRERO SE DIO POR CUMPLIDO.
AUDITORIA DE CIERRE DEL PROGRAMA. NO PRESENTA OBSERVACIONES DE CONTROL INTERNO.",2015-04-30 00:00:00,,,,,,,,,,
2823/OC-ME,2013,IAF,EXTERNAL AUDITORS,ME-LEBRIJA ALVAREZ Y,LEBRIJA ALVAREZ Y CIA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,400,10549.00,"",SÍ PUBLICA.  IDBDOCS 39067472,2014-06-30 00:00:00,,,,,,,,,,
2823/OC-ME,2014,IAF,EXTERNAL AUDITORS,ME-LEBRIJA ALVAREZ Y,LEBRIJA ALVAREZ Y CIA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,400,9640.00,"",SÍ PUBLICA.  IDBDOCS 39656215,2015-06-30 00:00:00,,,,,,,,,,
2823/OC-ME,2015,IAF,EXTERNAL AUDITORS,ME-LEBRIJA ALVAREZ Y,LEBRIJA ALVAREZ Y CIA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,7298.00,"",SÍ PUBLICA.  IDBDOCS 40364981,2016-06-30 00:00:00,,,,,,,,,,
2823/OC-ME,2016,IAF,EXTERNAL AUDITORS,ME-LEBRIJA ALVAREZ Y,LEBRIJA ALVAREZ Y CIA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",SÍ PUBLICA.  EZSHARE-907316023-20,2017-06-30 00:00:00,EZSHARE-907316023-20,,,,,,,,,
SP/ES-12-01-CO,2011,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2012-04-30 00:00:00,,,,,,,,,,
SP/ES-12-01-CO,2011,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2012-04-30 00:00:00,,,,,,,,,,
2654/BL-BO,2011,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2012-04-30 00:00:00,,,,,,,,,,
ATN/ME-14591-NI,2018,IAF,EXTERNAL AUDITORS,NI-GUADAMUZ,"GUADAMUZ RUEDA, MARTINEZ & CIA. LTDA.",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","ENTRADA CID/CNI-2472/2018; EFA EZSHARE: 2004498665-136, 137 Y 138; GUIA REVISION: 2004498665-139.  INCLUYE LA OPERACION: ATN/AS-14687-NI.",2019-01-15 00:00:00,,,,,,,,,,
ATN/ME-13540-CO,2013,IAF,EXTERNAL AUDITORS,CO-GG,G&G INVERLINE CONTADORES PUBLICOS LTDA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NADA QUE DESTACAR,2014-03-30 00:00:00,,,,,,,,,,
ATN/ME-13540-CO,2014,IAF,EXTERNAL AUDITORS,CO-GG,G&G INVERLINE CONTADORES PUBLICOS LTDA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NADA QUE DESTACAR,2015-03-30 00:00:00,,,,,,,,,,
ATN/ME-13540-CO,2015,IAF,EXTERNAL AUDITORS,CO-GG,G&G INVERLINE CONTADORES PUBLICOS LTDA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR.
INFORMES IDBDOCS # 40693555 - 40400660",2016-03-30 00:00:00,,,,,,,,,,
ATN/ME-13540-CO,2016,IAF,EXTERNAL AUDITORS,CO-GG,G&G INVERLINE CONTADORES PUBLICOS LTDA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR
EFAS: EZSHARE  704589462-152
ADQUISICONES: EZSHARE 704589462-154
CONTROL INTERNO: EZSHARE 704589462-153",2017-03-30 00:00:00,,,,,,,,,,
ATN/ME-13540-CO,2017,IAF,EXTERNAL AUDITORS,CO-GG,G&G INVERLINE CONTADORES PUBLICOS LTDA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR
ENTRADA EZSHARE-7045894652-612
SALIDA EZSHARE-7045894652-615
EFA EZSHARE-7045894652-613",2018-07-22 00:00:00,EZSHARE-7045894652-612,EZSHARE-7045894652-615,EZSHARE-7045894652-613,,,,,,,
2148/OC-BR,2013,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",WAIVER. TUVO SOLO UN DESEMBOLSO PEQUENO AL FINAL DEL ANO 2013.,2014-04-30 00:00:00,,,,,,,,,,
2148/OC-BR,2014,IAF,EXTERNAL AUDITORS,BR-TCRG,TRIBUNAL DE CONTAS RIO GRANDE DO NORTE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",CARTA #39673140 / RELATÓRIO # 39611922 / GUIA 39675000,2015-04-30 00:00:00,,,,,,,,,,
2148/OC-BR,2015,IAF,EXTERNAL AUDITORS,BR-TCRG,TRIBUNAL DE CONTAS RIO GRANDE DO NORTE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#40253040;#40253036;CRB:#40498722;GUIA:#40498608,2016-04-30 00:00:00,,,,,,,,,,
2148/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-TCRG,TRIBUNAL DE CONTAS RIO GRANDE DO NORTE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#611988137-27 CBR:# GUIA:#611988137-34,2017-04-30 00:00:00,,,,,,,,,,
2148/OC-BR,2017,IAF,EXTERNAL AUDITORS,BR-TCRG,TRIBUNAL DE CONTAS RIO GRANDE DO NORTE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#611988137-61 CBR:# GUIA:#611988137-62,2017-08-24 00:00:00,,,,,,,,,,
2026/OC-JA,2015,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","WAIVER OF FY 2015 GRANTED TO ACCOMODATE THE FINAL AUDIT COVERING THE EXECUTION PERIOD APRIL 1 ,2014 TO SEPT 10, 2015. CCB/CJA/1262/2015",2015-07-31 00:00:00,,,,,,,,,,
2755/OC-CO,2014,IAF,EXTERNAL AUDITORS,CO-KPMG,KPMG S. A. S.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR
IDBDOCS 39580594; 39660635",2015-04-30 00:00:00,,,,,,,,,,
2755/OC-CO,2015,IAF,EXTERNAL AUDITORS,CO-KPMG,KPMG S. A. S.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR.
INFORMES IDBDOCS # 40367810 - 40367811 - 40367812 - 40367816",2016-04-30 00:00:00,,,,,,,,,,
2755/OC-CO,2016,IAF,EXTERNAL AUDITORS,CO-KPMG,KPMG S. A. S.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR
EFAS: EZSHARE  1559142185-25
ADQUISICONES: EZSHARE  1559142185-26
CONTROL INTERNO: EZSHARE 1559142185-24",2017-04-30 00:00:00,,,,,,,,,,
2422/BL-NI,2017,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,418,11122.00,"",ENTRADA CID/CNI-933/2018; EFA EZSHARE: 1830072790-144 Y 145; GUIA REVISION EFA: 1830072790-146,2018-04-30 00:00:00,,,,,,,,,,
2585/OC-EC,2014,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","INPUT CAN/CEC-928/2015, RESPUESTA SALIDA CAN/CEC-892/2015.
EFAS IDBDOCS39607777, EX POST DTS IDBDOCS 39607775 .
EFA A SER PUBLICADO. PLAN DE ACCION IN PUT 1229/2015. OUT PUT 1228/2015. ALACANCE EX POST DM 39743649. OUT PUT 1286/2015",2015-04-30 00:00:00,,,,,,,,,,
2585/OC-EC,2015,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,17000.00,"","CONTRATO DM 40135271 VALOR CONTRATO S/IVA -
INF. EFA PUBLICO DM 40400675 - INF. EXPOST 40257215 -
INPUT 827/2016 OUTPUT 1026/2016",2016-04-30 00:00:00,,,,,,,,,,
2585/OC-EC,2016,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,WA,WAIVED,CLE,Limpia - Unqualified,0,17415.00,"","DE ACUERDO A REVISION DE CARTERA CON MF Y OE DEL 19-ENE-17, EL PROYECTO CONTARÍA CON DISPENSA DE IFA 2016 A SER PRESENTADO CON EL INFORME FINAL EN JUNIO/17. PROY VENCE 02-FEB-17. SOL. DISPENSA INPUT 302/2017-10FEB17 EFAS INP 1319/2017",2017-04-30 00:00:00,,,,,,,,,,
2629/OC-JA,2012,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",SEE OUTPUT LETTER CCB/CJA/1470/2012 DATED 31 JUL12,2012-07-31 00:00:00,,,,,,,,,,
2629/OC-JA,2014,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SEE OUTPUT: CCB/CJA/1486/2014 IDB DOC#:39085298,2014-07-31 00:00:00,,,,,,,,,,
2629/OC-JA,2015,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","REPORT RECEIVED IDB DOC#39946770 CCB/CJA/1813/2015
WAIVER OF FY 2015 WAS GRANTED TO ACCOMMODATE THE FINAL AUDIT COVERING THE EXECUTION PERIOD APRIL 1 ,2014 TO JUNE 30, 2015.CCB/CJA/1175/2015",2015-10-31 00:00:00,,,,,,,,,,
2550/OC-ME,2011,IAF,EXTERNAL AUDITORS,ME-MAZARS AUDITORES,MAZARS AUDITORES S DE R.L. DE C.V.,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","DE ACUERDO CON LA CLÁUSULA 6.03 B) DE LAS ESTIPULACIONES ESPACIALES, SE REQUIERE EFA DE LA ENTIDAD.",2012-04-30 00:00:00,,,,,,,,,,
2550/OC-ME,2012,IAF,EXTERNAL AUDITORS,ME-MAZARS AUDITORES,MAZARS AUDITORES S DE R.L. DE C.V.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,100,2587.00,"",EFA QUE SE DEBE PUBLICAR. CHSS 15-4-2013.,2013-04-30 00:00:00,,,,,,,,,,
2550/OC-ME,2012,IAF,EXTERNAL AUDITORS,ME-MAZARS AUDITORES,MAZARS AUDITORES S DE R.L. DE C.V.,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","DE ACUERDO CON LA CLÁUSULA 6.03 B) DE LAS ESTIPULACIONES ESPACIALES, SE REQUIERE EFA DE LA ENTIDAD. EFA QUE SE DEBE PUBLICAR. CHSS 15-4-2013. EFA CUMPLIDO.",2013-04-30 00:00:00,,,,,,,,,,
2550/OC-ME,2013,IAF,EXTERNAL AUDITORS,ME-LEBRIJA ALVAREZ Y,LEBRIJA ALVAREZ Y CIA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,100,2647.00,"",SÍ PUBLICA.  IDBDOCS 38799539.,2014-04-30 00:00:00,,,,,,,,,,
2550/OC-ME,2013,IAF,EXTERNAL AUDITORS,ME-LEBRIJA ALVAREZ Y,LEBRIJA ALVAREZ Y CIA.,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","SÍ PUBLICA.  IDBDOCS 38811217
DE ACUERDO CON LA CLÁUSULA 6.03 B) DE LAS ESTIPULACIONES ESPACIALES, SE REQUIERE EL DE LA ENTIDAD.  CHSS 15-4-2013",2014-04-30 00:00:00,,,,,,,,,,
2550/OC-ME,2014,IAF,EXTERNAL AUDITORS,ME-LEBRIJA ALVAREZ Y,LEBRIJA ALVAREZ Y CIA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,100,2419.00,"",SÍ PUBLICA.  IDBDOCS 39606642,2015-04-30 00:00:00,,,,,,,,,,
2550/OC-ME,2014,IAF,EXTERNAL AUDITORS,ME-LEBRIJA ALVAREZ Y,LEBRIJA ALVAREZ Y CIA.,ELG+,Eligibility I,EXECUTOR,ANY,ANALYZED,CLE,Limpia - Unqualified,100,2418.00,"",SÍ PUBLICA.  IDBDOCS 39661153,2015-06-30 00:00:00,,,,,,,,,,
3341/OC-EC-1,2017,IAF,EXTERNAL AUDITORS,EC-EY,ERNST & YOUNG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,1100,39589.00,"","INPUT 680/2018, INFORME EFA 2017 (PUBLICO) EZSHARE-1189094987-224, INFORME DE CONTROL INTERNO EZSHARE-1189094987-223",2018-04-30 00:00:00,EZSHARE-1189094987-224,EZSHARE-1189094987-223,,,,,,,,
3341/OC-EC-1,2018,IAF,EXTERNAL AUDITORS,EC-EY,ERNST & YOUNG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","CAN/CEC-416/2019, EZSHARE-248411154-134",2019-04-30 00:00:00,EZSHARE-248411154-134,,,,,,,,,
1571/OC-BR,2013,IAF,EXTERNAL AUDITORS,BR-PWC,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,1080,56222.00,"",SISCOR # CSC/CBR-1460/2014,2014-07-29 00:00:00,,,,,,,,,,
2098/OC-CR,2011,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","ESTA OPERACION DE PRESTAMO FUE ELEGIBLE EL 14 DE DICIEMBRE Y SE DESEMBOLSO EL 16 DE DICIEMBRE, POR LO QUE SE DISPENSA LA PRESENTACION DE EFAS PARA EL 2011.",2012-04-30 00:00:00,,,,,,,,,,
1988/OC-BH,2013,IAF,EXTERNAL AUDITORS,BH-AG,AUDITOR GENERAL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","ACCORDING TO POLICY, LETTER WAS SENT ON NOV 1ST GIVING 45 DAYS TO COMPLY.",2013-10-31 00:00:00,,,,,,,,,,
1572/OC-BR,2012,IAF,EXTERNAL AUDITORS,BR-DELOITTE,DELOITTE TOUCHE TOHMATSU (REVISORA NACIONAL),ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,550,36970.00,"",CUMPRIDO,2013-04-30 00:00:00,,,,,,,,,,
1572/OC-BR,2013,IAF,EXTERNAL AUDITORS,BR-DELOITTE,DELOITTE TOUCHE TOHMATSU (REVISORA NACIONAL),ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,563,32825.00,"","ANALISADO PELO MÁRIO FERREIRA, EM 08 DE JULHO DE 2014.
GUIA Nº 38913511
RESPOSTA CBR 2330/2014
OPINIÃO DOS AUDITORES: LIMPA",2014-04-30 00:00:00,,,,,,,,,,
1562/OC-JA,2013,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",OUTPUT NUMBER CCB/CJA/1840/2013,2013-09-30 00:00:00,,,,,,,,,,
2542/BL-PR,2012,IAF,EXTERNAL AUDITORS,PR-AUDICON,AUDICON- AUDITORES Y CONTADORES PUBLICOS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",EN FECHA 02/05/2013 SE REMITIÓ CARTA CONFORME AL OA-419 VER CPR/C/931/2013. EN FECHA 18/06/2013 EL EJECUTOR REMITIÓ INFORMACIÓN SOLICITADA EN CPR/C/2013/1284. POR CPR/C/2013/1443 SE REMITIO LA RESPUESTA AL EJECUTOR.,2013-04-30 00:00:00,,,,,,,,,,
